source,house_is,property_subtype,price,postcode,area,rooms_number,equipped_kitchen_has,garden,garden_area,terrace,terrace_area,furnished,swimming_pool_has,land_surface,basement,building_state_agg,open_fire,longitude,latitude
8901695,TRUE,MIXED_USE_BUILDING,295000,4180,242,3,True,True,1000,True,36,False,False,1403,1403,GOOD,False,5.5653937,50.4547747
8775843,TRUE,APARTMENT_BLOCK,250000,4020,303,5,True,False,0,False,0,False,False,760,760,TO_RENOVATE,False,5.5844371,50.6393579
8910441,TRUE,HOUSE,545000,1200,235,4,True,False,0,False,0,True,False,63,63,JUST_RENOVATED,False,4.4081561,50.8435628
8940340,TRUE,HOUSE,189000,4040,200,3,True,True,40,False,0,False,False,100,11,TO_RENOVATE,False,5.62054,50.6652162
8913667,TRUE,APARTMENT_BLOCK,650000,1150,200,4,True,True,150,True,4,False,False,301,301,GOOD,False,4.462067,50.8300906
8693767,TRUE,MIXED_USE_BUILDING,89000,6870,180,3,True,False,0,False,0,False,False,96,96,TO_RENOVATE,False,5.3735549,50.0251602
8325945,TRUE,MIXED_USE_BUILDING,129000,4030,156,3,True,False,0,False,0,False,False,71,71,TO_RENOVATE,False,5.5948955,50.6206028
8627972,TRUE,APARTMENT_BLOCK,389000,9600,255,6,True,False,0,True,22,False,False,205,205,GOOD,False,3.6090657,50.7510563
8734225,TRUE,APARTMENT_BLOCK,425000,4500,400,5,True,True,366,True,0,False,False,603,114,AS_NEW,False,5.2395919,50.5155558
8730846,TRUE,EXCEPTIONAL_PROPERTY,425000,4500,400,5,True,True,366,True,0,False,False,603,114,AS_NEW,False,5.2395919,50.5155558
8560612,TRUE,APARTMENT_BLOCK,1750000,1200,550,7,True,True,60,True,20,False,False,270,270,AS_NEW,False,4.4056511,50.8424704
8412149,TRUE,APARTMENT_BLOCK,198000,3270,210,3,True,False,0,False,0,False,False,119,119,TO_RENOVATE,False,4.9708492,50.9797144
8894232,TRUE,APARTMENT_BLOCK,349000,6760,118,1,True,False,0,False,0,False,False,63,63,TO_RENOVATE,False,5.5350887,49.5678586
8860947,TRUE,MANSION,659000,8000,232,3,True,False,0,True,20,False,False,125,125,JUST_RENOVATED,True,3.2301366,51.2041614
8941858,TRUE,APARTMENT_BLOCK,649000,1140,257,7,False,False,0,False,0,False,False,350,350,TO_RENOVATE,False,4.3968208,50.8748914
8939722,TRUE,EXCEPTIONAL_PROPERTY,845000,6940,340,7,True,True,6500,False,0,False,False,7000,7000,GOOD,False,5.4289373,50.364758
8309310,TRUE,MIXED_USE_BUILDING,1395000,1000,568,3,True,False,0,False,0,False,False,196,196,JUST_RENOVATED,False,4.3808133,50.8451547
8157990,TRUE,MIXED_USE_BUILDING,2090000,1000,927,10,True,False,0,True,0,False,False,183,183,JUST_RENOVATED,False,4.3471632,50.8451968
7701433,TRUE,MIXED_USE_BUILDING,5200000,1000,2049,41,True,True,198,True,70,False,False,1988,1988,AS_NEW,False,4.3086779,50.8307402
7701432,TRUE,MIXED_USE_BUILDING,5200000,1070,2049,41,True,True,198,True,70,False,False,1988,1988,AS_NEW,False,4.3079787,50.8309193
8846741,TRUE,APARTMENT_BLOCK,749000,1090,350,8,True,True,138,True,37,False,False,235,235,AS_NEW,False,4.3338615,50.8680944
8842249,TRUE,MIXED_USE_BUILDING,199000,6980,400,4,True,True,158,True,9,False,False,279,13,GOOD,False,5.5795291,50.1863646
8780463,TRUE,APARTMENT_BLOCK,209000,6840,585,5,True,False,0,True,0,False,False,460,460,GOOD,False,5.4365567,49.84018
8596740,TRUE,APARTMENT_BLOCK,399000,9170,315,4,True,False,0,False,0,False,False,145,145,GOOD,False,4.1270598,51.2179363
8825960,TRUE,MANSION,649000,8000,259,4,True,False,0,False,0,False,False,216,216,GOOD,True,3.2293628,51.2000052
8722292,TRUE,APARTMENT_BLOCK,375000,4300,200,4,True,True,200,False,0,False,False,345,345,GOOD,False,5.2575002,50.6945126
8897134,TRUE,APARTMENT_BLOCK,250000,8370,226,4,True,False,0,True,8,False,False,97,20,JUST_RENOVATED,False,3.1272689,51.3139199
8857379,TRUE,MIXED_USE_BUILDING,550000,1150,245,3,True,False,0,True,12,False,False,186,186,AS_NEW,False,4.460963,50.8283821
8827074,TRUE,APARTMENT_BLOCK,225000,4500,380,6,True,True,2500,True,105,False,False,2897,2897,TO_RENOVATE,False,5.2225621,50.5181925
8765283,TRUE,MIXED_USE_BUILDING,189000,6000,170,2,True,False,0,False,0,False,False,80,80,GOOD,False,4.4504228,50.4179624
8662603,TRUE,MIXED_USE_BUILDING,199000,6180,300,3,True,False,0,True,20,False,False,318,318,GOOD,False,4.3818079,50.4548876
8811796,TRUE,HOUSE,209000,9170,114,2,True,False,0,False,0,False,False,70,16,TO_RENOVATE,False,4.0908572,51.2580579
8701671,TRUE,MIXED_USE_BUILDING,269000,4020,130,3,True,False,0,True,25,False,False,319,24,TO_RENOVATE,False,5.6042203,50.6430708
8863586,TRUE,MIXED_USE_BUILDING,300000,1300,275,3,True,True,700,True,0,False,False,802,802,TO_RENOVATE,False,4.5721581,50.6931854
8678079,TRUE,APARTMENT_BLOCK,445000,3270,352,2,True,False,0,False,0,False,False,510,510,GOOD,False,4.972461,50.9799797
8863587,TRUE,APARTMENT_BLOCK,1250000,1300,520,11,True,True,5500,True,0,True,True,5500,5500,JUST_RENOVATED,False,4.630591,50.6921213
8853410,TRUE,APARTMENT_BLOCK,1250000,1348,520,11,True,True,5200,True,0,True,True,5500,5500,JUST_RENOVATED,False,4.630591,50.6921213
8931007,TRUE,APARTMENT_BLOCK,300000,6230,370,4,True,False,0,True,0,False,False,800,800,GOOD,False,4.3713666,50.5074061
8937718,TRUE,MIXED_USE_BUILDING,399000,9550,519,5,False,False,0,True,0,False,False,986,986,,False,3.8901085,50.8385443
8893036,TRUE,HOUSE,125000,6600,0,3,True,False,0,True,0,False,False,110,110,TO_RENOVATE,False,5.7193661,50.0046922
8806196,TRUE,HOUSE,199000,3890,268,3,True,True,430,True,114,False,False,6,6,GOOD,False,5.2091264,50.7331651
8851992,TRUE,MIXED_USE_BUILDING,595000,4000,242,3,True,False,0,True,10,False,False,110,26,AS_NEW,False,5.5675991,50.644235
8016112,TRUE,EXCEPTIONAL_PROPERTY,850000,1702,367,4,True,True,9143,True,30,False,False,9143,9143,GOOD,False,4.2518792,50.8756428
8875398,TRUE,APARTMENT_BLOCK,385000,8450,237,5,True,False,0,False,0,False,False,205,205,GOOD,False,2.9638081,51.2456875
8659614,TRUE,HOUSE,665000,9000,177,3,True,False,0,True,0,False,False,330,330,GOOD,False,3.734111,51.0497342
8907019,TRUE,APARTMENT_BLOCK,218000,4920,85,2,True,False,0,True,8,False,False,250,250,AS_NEW,False,5.6783775,50.4681375
8949677,TRUE,MIXED_USE_BUILDING,499000,8470,0,4,False,False,0,False,0,False,False,1191,1191,GOOD,False,2.9456126,51.155142
8654053,TRUE,HOUSE,330000,8370,144,3,True,False,0,False,0,False,False,56,56,GOOD,False,3.1329607,51.3121555
8724242,TRUE,MIXED_USE_BUILDING,175000,4500,128,2,True,False,0,False,0,False,False,45,45,GOOD,False,5.2395957,50.516711
8653878,TRUE,APARTMENT_BLOCK,299000,6831,280,4,True,True,50,True,6,False,False,286,8,JUST_RENOVATED,False,5.0931133,49.8195023
8733131,TRUE,MIXED_USE_BUILDING,348000,9600,470,3,True,False,0,True,0,False,False,256,256,TO_RENOVATE,False,3.6005238,50.7442707
7370557,TRUE,HOUSE,390000,7700,180,4,True,False,0,True,100,False,False,0,180,JUST_RENOVATED,False,3.204878,50.7329063
8825863,TRUE,MIXED_USE_BUILDING,650000,9230,983,0,True,True,57,False,0,False,False,773,773,TO_RENOVATE,False,3.8844053,51.0065735
8787329,TRUE,APARTMENT_BLOCK,975000,9300,1262,6,True,False,0,True,16,False,False,1041,1041,,False,4.0328533,50.9342527
8787324,TRUE,MIXED_USE_BUILDING,975000,9300,1262,6,True,False,0,True,16,False,False,1041,1041,,False,4.0328533,50.9342527
8848012,TRUE,APARTMENT_BLOCK,1285000,3020,425,10,True,False,0,True,9,False,False,637,637,TO_RENOVATE,False,4.6751558,50.9083418
8816678,TRUE,MIXED_USE_BUILDING,1185000,1040,423,3,False,True,76,True,0,False,False,221,221,GOOD,False,4.3763841,50.8414405
8933279,TRUE,MIXED_USE_BUILDING,1275000,3900,204,4,True,False,0,False,0,False,False,40500,40500,GOOD,False,5.3776391,51.2039674
8948451,TRUE,MIXED_USE_BUILDING,1795000,1190,800,10,True,False,0,False,0,False,False,150,150,GOOD,False,4.3340431,50.8240606
8723329,TRUE,HOUSE,499000,8000,195,3,True,False,0,False,0,False,False,850,850,AS_NEW,True,3.2027834,51.2333617
8664756,TRUE,APARTMENT_BLOCK,600000,2830,0,0,True,False,0,False,0,False,False,295,295,GOOD,False,4.3566519,51.0601764
8742065,TRUE,APARTMENT_BLOCK,1350000,1000,400,7,True,False,0,True,75,False,False,206,206,TO_RESTORE,False,4.372443,50.8477585
8693763,TRUE,MIXED_USE_BUILDING,115000,6880,127,2,True,False,0,True,40,False,False,88,88,JUST_RENOVATED,False,5.2551083,49.8552564
8742955,TRUE,HOUSE,125000,6630,209,5,True,False,0,False,0,False,False,162,49,TO_RENOVATE,False,5.7374199,49.8306975
8830362,TRUE,HOUSE,155000,9660,210,2,True,False,0,False,0,False,False,0,210,TO_RENOVATE,False,3.7641968,50.8024239
6872887,TRUE,APARTMENT_BLOCK,250000,2830,134,3,True,True,75,False,0,False,False,250,250,,False,4.3550321,51.0587134
8864024,TRUE,MIXED_USE_BUILDING,325000,6830,224,4,True,False,0,False,0,False,False,0,224,GOOD,False,5.0725738,49.7964669
8911510,TRUE,MIXED_USE_BUILDING,445000,3040,128,1,True,True,1200,False,0,False,False,1450,1450,TO_RESTORE,False,4.6271948,50.8180895
8629680,TRUE,MIXED_USE_BUILDING,925000,9040,349,0,True,False,0,False,0,False,False,94,94,GOOD,False,3.7489045,51.053962
8921066,TRUE,HOUSE,119500,6870,85,2,True,False,0,True,0,False,False,0,85,GOOD,False,5.3060968,50.0741849
8772353,TRUE,APARTMENT_BLOCK,495000,2660,0,4,True,False,0,False,0,False,False,173,173,GOOD,False,4.3514689,51.1746576
8906166,TRUE,MIXED_USE_BUILDING,245000,9600,200,3,True,False,0,True,27,False,False,120,120,AS_NEW,False,3.5987041,50.7479557
8932335,TRUE,APARTMENT_BLOCK,495000,1180,166,5,True,True,100,True,80,False,False,154,154,GOOD,False,4.3305758,50.784158
8948509,TRUE,MIXED_USE_BUILDING,595000,9160,358,4,True,True,2289,True,0,False,False,2289,2289,GOOD,False,3.9753484,51.0797507
8691010,TRUE,HOUSE,125000,5575,100,2,True,False,0,True,20,False,False,0,100,GOOD,False,4.9558946,49.9603479
8770050,TRUE,MIXED_USE_BUILDING,310000,6700,178,2,True,False,0,False,0,False,False,125,125,GOOD,False,5.8092896,49.6835319
8731318,TRUE,HOUSE,219000,8930,120,3,True,True,288,True,43,False,False,335,335,AS_NEW,False,3.114016,50.801889
8651463,TRUE,APARTMENT_BLOCK,299900,6230,240,5,True,False,0,True,40,False,False,1010,1010,AS_NEW,False,4.4295879,50.4863957
8805752,TRUE,MIXED_USE_BUILDING,315000,8450,172,3,True,False,0,True,20,False,False,233,233,JUST_RENOVATED,False,2.9645571,51.2270481
8425776,TRUE,MIXED_USE_BUILDING,365000,9240,431,5,True,False,0,True,0,False,False,591,591,TO_RENOVATE,False,4.0347171,51.066404
8297061,TRUE,MIXED_USE_BUILDING,415000,4620,315,4,False,False,0,True,0,False,False,484,484,GOOD,False,5.6808118,50.6145488
8928586,TRUE,APARTMENT_BLOCK,435000,1080,204,4,True,False,0,False,0,False,False,120,120,AS_NEW,False,4.3071587,50.8579745
8895641,TRUE,MIXED_USE_BUILDING,525000,9940,171,3,True,False,0,True,12,False,False,1988,1988,TO_RENOVATE,False,3.7511953,51.1845408
8597351,TRUE,VILLA,550000,7850,276,4,True,True,400,True,68,False,False,1182,1182,AS_NEW,False,4.0685923,50.6921678
8819402,TRUE,APARTMENT_BLOCK,669000,2018,600,6,True,False,0,False,0,False,False,238,238,TO_RENOVATE,False,4.3955002,51.1990189
8957281,TRUE,APARTMENT_BLOCK,415000,5590,263,5,True,False,0,False,0,False,False,154,154,TO_RENOVATE,False,5.1320133,50.2557308
8807618,TRUE,MIXED_USE_BUILDING,510000,6700,0,5,True,False,0,False,0,False,False,221,221,JUST_RENOVATED,False,5.8120034,49.6799589
8859975,TRUE,HOUSE,355000,8660,60,1,True,True,4,False,0,False,False,60,60,AS_NEW,False,2.5740081,51.0967204
8931332,TRUE,APARTMENT_BLOCK,450000,9900,280,6,False,False,0,True,0,False,False,589,589,TO_RENOVATE,False,3.5763118,51.1721871
8867424,TRUE,HOUSE,229000,4000,159,4,True,False,0,True,0,False,False,118,118,GOOD,False,5.5790877,50.6114569
8889793,TRUE,HOUSE,280000,8500,120,5,True,False,0,False,0,False,False,46,46,TO_RENOVATE,False,3.2666429,50.8233844
8808340,TRUE,APARTMENT_BLOCK,1149000,9420,0,3,True,False,0,True,0,False,False,2040,2040,AS_NEW,False,3.9163919,50.9123487
8716227,TRUE,HOUSE,245000,4020,180,4,True,False,0,False,0,False,False,0,180,TO_RENOVATE,False,5.5933219,50.6406471
8769977,TRUE,HOUSE,525000,6900,450,5,True,False,0,False,0,False,False,170,170,AS_NEW,False,5.3443706,50.2270541
8814341,TRUE,HOUSE,550000,8780,331,8,True,False,0,True,0,False,False,100,100,AS_NEW,False,3.3362406,50.9214723
8142943,TRUE,APARTMENT_BLOCK,1275000,9000,350,0,True,False,0,False,0,False,False,318,318,GOOD,False,3.7344379,51.0461601
8885768,TRUE,HOUSE,310000,6821,275,6,True,True,30,True,10,False,False,155,17,AS_NEW,False,5.3194283,49.7143191
8934448,TRUE,APARTMENT_BLOCK,149000,1140,140,1,True,False,0,True,10,False,False,150,150,,False,4.4002618,50.8768136
8819264,TRUE,MIXED_USE_BUILDING,100000,4420,280,3,True,True,20,False,0,False,False,153,41,TO_RENOVATE,False,5.5145986,50.6393093
8732950,TRUE,MIXED_USE_BUILDING,215000,8530,200,3,True,False,0,False,0,False,False,140,140,TO_RESTORE,False,3.3175839,50.8599863
8400966,TRUE,HOUSE,219000,8820,133,3,False,False,0,False,0,False,False,450,450,TO_RENOVATE,False,3.0867776,51.0667864
8757722,TRUE,APARTMENT_BLOCK,255000,6200,0,2,True,False,0,False,0,False,False,1370,1370,GOOD,False,4.5133124,50.4404374
8088968,TRUE,MIXED_USE_BUILDING,399000,9900,235,4,True,False,0,False,0,False,False,348,348,GOOD,True,3.5651011,51.1845756
8927570,TRUE,HOUSE,135000,4500,160,4,True,True,75,True,0,False,False,160,2,TO_RENOVATE,False,5.2307972,50.5271771
8900380,TRUE,MIXED_USE_BUILDING,395000,8200,258,4,True,False,0,True,60,False,False,155,20,AS_NEW,False,3.2083509,51.2032093
8782070,TRUE,VILLA,850000,1495,700,8,True,True,1400,True,120,False,True,2200,2200,AS_NEW,True,4.4996954,50.5594125
8813753,TRUE,HOUSE,1250000,8800,444,9,True,False,0,True,0,False,False,213,213,AS_NEW,False,3.1244325,50.9425445
8933904,TRUE,APARTMENT_BLOCK,228000,8530,99,2,False,False,0,False,0,False,False,33857,33857,AS_NEW,False,3.316322,50.8571882
8917374,TRUE,APARTMENT_BLOCK,195000,4800,165,5,True,True,80,True,40,False,False,250,50,TO_RENOVATE,False,5.8395533,50.6132059
8940645,TRUE,MIXED_USE_BUILDING,360000,9255,144,3,False,False,0,True,0,False,False,358,358,JUST_RENOVATED,False,4.2012904,51.0133467
8716620,TRUE,HOUSE,450000,8340,112,3,True,True,35,False,0,True,False,98,98,AS_NEW,True,3.2803246,51.2514609
8925676,TRUE,MIXED_USE_BUILDING,159000,4500,115,2,True,False,0,False,0,False,False,59,59,GOOD,False,5.2410705,50.5190892
8900691,TRUE,APARTMENT_BLOCK,185000,4500,350,2,True,False,0,True,0,False,False,287,287,GOOD,False,5.2392969,50.5126645
8822554,TRUE,HOUSE,350000,5580,289,8,True,False,0,True,0,False,False,1377,1377,GOOD,False,5.1881398,50.1249508
8821128,TRUE,APARTMENT_BLOCK,180000,4540,300,6,True,True,283,True,0,False,False,456,456,TO_RESTORE,False,5.3263872,50.5524599
8847971,TRUE,MIXED_USE_BUILDING,340000,6700,0,5,True,False,0,False,0,False,False,550,550,TO_RENOVATE,False,5.810543,49.6806153
8879822,TRUE,MIXED_USE_BUILDING,379000,3000,207,3,True,True,15,True,15,False,False,96,96,,False,4.7061888,50.8703707
7852008,TRUE,APARTMENT_BLOCK,650000,4031,510,12,True,False,0,False,0,False,False,171,171,TO_RENOVATE,False,5.5889308,50.6146076
8870115,TRUE,APARTMENT_BLOCK,665000,3001,221,5,False,False,0,True,10,False,False,90,90,TO_RENOVATE,False,4.7203767,50.8721709
8845445,TRUE,MIXED_USE_BUILDING,125000,6010,264,4,True,True,20,True,0,False,False,20,20,GOOD,True,4.4747191,50.3913838
8747076,TRUE,MANSION,895000,3000,337,4,True,False,0,True,22,False,False,127,75,AS_NEW,False,4.7023479,50.8786642
8956139,TRUE,APARTMENT_BLOCK,670000,9700,266,6,False,False,0,False,0,False,False,563,563,GOOD,False,3.6232103,50.870052
8942318,TRUE,APARTMENT_BLOCK,950000,4000,600,14,True,False,0,True,0,False,False,0,84,JUST_RENOVATED,False,5.5772527,50.646548
8922691,TRUE,MIXED_USE_BUILDING,388000,9500,231,2,True,True,633,False,0,True,False,789,14,JUST_RENOVATED,False,3.8904775,50.7962999
8916836,TRUE,APARTMENT_BLOCK,395000,1020,185,0,False,False,0,False,0,False,False,101,60,TO_RENOVATE,False,4.340369,50.8868199
8793061,TRUE,APARTMENT_BLOCK,142500,7300,112,3,True,False,0,True,30,False,False,100,100,GOOD,False,3.7929365,50.4432987
8696641,TRUE,HOUSE,295000,6280,185,4,True,False,0,False,0,False,False,752,752,GOOD,False,4.5202185,50.3379067
8674240,TRUE,MIXED_USE_BUILDING,545000,2600,300,4,True,True,40,True,8,False,False,200,40,GOOD,False,4.4446839,51.2006507
8917300,TRUE,MIXED_USE_BUILDING,185000,4420,135,1,False,True,75,True,0,False,False,160,160,TO_RENOVATE,False,5.5375574,50.639351
8859976,TRUE,HOUSE,325000,8660,68,1,True,False,0,True,4,False,False,68,68,AS_NEW,False,2.5740081,51.0967204
8842365,TRUE,APARTMENT_BLOCK,885000,2018,440,7,False,False,0,False,0,False,False,184,60,GOOD,False,4.4080615,51.210529
8827826,TRUE,HOUSE,335000,9240,200,4,True,False,0,True,0,False,False,280,280,AS_NEW,False,4.0403811,51.0641743
8876053,TRUE,MIXED_USE_BUILDING,199000,2800,110,2,False,False,0,False,0,False,False,0,110,TO_RENOVATE,False,4.4800038,51.0271641
8828290,TRUE,HOUSE,279000,4287,273,4,True,False,0,False,0,False,False,14,14,TO_RENOVATE,False,5.0286551,50.7114446
8704521,TRUE,HOUSE,449000,5500,0,5,True,True,260,False,0,False,False,260,260,AS_NEW,False,4.9093697,50.2588896
8851891,TRUE,MIXED_USE_BUILDING,614000,6660,427,9,True,False,0,True,40,False,False,495,26,,False,5.8417543,50.0921576
8902068,TRUE,MIXED_USE_BUILDING,485000,4000,865,8,True,False,0,False,0,False,False,340,340,TO_RENOVATE,False,5.5655448,50.6388292
8794676,TRUE,APARTMENT_BLOCK,900000,9600,461,10,True,False,0,False,0,False,False,690,690,AS_NEW,False,3.5884031,50.7384621
8492632,TRUE,HOUSE,199000,6040,290,4,True,True,550,True,0,False,False,800,800,GOOD,False,4.4298252,50.4446814
8674405,TRUE,MIXED_USE_BUILDING,250000,9600,900,0,True,False,0,False,0,False,False,550,550,TO_RENOVATE,False,3.6062561,50.7458667
8813059,TRUE,MIXED_USE_BUILDING,249000,4800,246,4,True,False,0,True,14,False,False,139,40,AS_NEW,False,5.8491447,50.5942179
7707101,TRUE,APARTMENT_BLOCK,270000,9600,0,0,True,False,0,False,0,False,False,345,345,GOOD,False,3.6043392,50.7485218
8896765,TRUE,MIXED_USE_BUILDING,440000,3018,180,2,True,True,80,True,19,False,False,385,385,AS_NEW,False,4.6960279,50.928256
8597526,TRUE,MIXED_USE_BUILDING,695000,9000,180,5,True,False,0,False,0,False,False,71,71,TO_RENOVATE,False,3.7267427,51.0657002
8954622,TRUE,MIXED_USE_BUILDING,259000,4870,245,6,True,True,80,True,25,False,False,0,12,GOOD,False,5.7407876,50.5729766
8835853,TRUE,APARTMENT_BLOCK,860000,8370,252,5,True,True,100,True,0,False,False,204,204,JUST_RENOVATED,False,3.1302283,51.3117612
8821381,TRUE,MIXED_USE_BUILDING,495000,1081,248,3,True,False,0,True,4,False,False,89,31,GOOD,False,4.332684,50.8610171
8893570,TRUE,APARTMENT_BLOCK,375000,8790,0,2,False,True,35,True,8,False,False,137,16,GOOD,False,3.4209334,50.8895536
8232503,TRUE,HOUSE,210000,8660,82,3,True,False,0,True,0,False,False,0,82,GOOD,False,2.5861101,51.0782415
8349953,TRUE,MIXED_USE_BUILDING,495000,7000,540,6,True,False,0,True,0,False,False,0,540,GOOD,False,3.9289025,50.4384299
8556349,TRUE,HOUSE,99000,4800,140,4,False,False,0,False,0,False,False,50,15,TO_RENOVATE,False,5.8636309,50.5895462
8452912,TRUE,APARTMENT_BLOCK,215000,4000,168,4,False,False,0,True,50,False,False,120,120,GOOD,False,5.5529993,50.6464577
8834027,TRUE,APARTMENT_BLOCK,249000,4040,125,2,False,False,0,True,0,False,False,0,125,,False,5.6284504,50.6627583
7982109,TRUE,HOUSE,299000,6674,0,8,False,False,0,True,0,False,False,765,765,,False,5.9474718,50.2368362
8843752,TRUE,MIXED_USE_BUILDING,750000,7943,0,9,True,False,0,True,0,False,False,1089,1089,GOOD,False,3.8914955,50.6079266
8750077,TRUE,MIXED_USE_BUILDING,425000,1070,236,5,True,False,0,False,0,False,False,1,1,GOOD,False,4.3281407,50.8360776
8816516,TRUE,APARTMENT_BLOCK,720000,9620,0,8,True,False,0,True,0,True,False,170,120,AS_NEW,False,3.8179317,50.8678535
8903137,TRUE,APARTMENT_BLOCK,259000,4000,190,4,True,False,0,True,0,False,False,577,577,GOOD,False,5.5415924,50.6183632
8916995,TRUE,MIXED_USE_BUILDING,149500,4102,120,2,False,False,0,False,0,False,False,50,50,,False,5.5351423,50.6054943
8671503,TRUE,MIXED_USE_BUILDING,155000,4860,180,4,True,True,30,True,20,False,False,0,61,TO_RENOVATE,False,5.8037051,50.5653571
8906684,TRUE,HOUSE,187000,2170,170,7,True,True,1,True,0,False,False,70,18,TO_RENOVATE,False,4.4609321,51.249466
8785825,TRUE,MIXED_USE_BUILDING,250000,6700,210,1,True,False,0,False,0,False,False,0,210,,False,5.817968,49.6835562
8693291,TRUE,MIXED_USE_BUILDING,399000,4460,270,3,True,False,0,True,50,False,False,134,48,GOOD,False,5.5015689,50.6314515
8512261,TRUE,APARTMENT_BLOCK,495000,9700,201,3,True,True,182,False,0,False,False,338,338,AS_NEW,False,3.6177364,50.8658601
8912306,TRUE,APARTMENT_BLOCK,579000,9300,236,6,True,False,0,True,0,False,False,829,829,GOOD,False,4.0664798,50.9389629
8859502,TRUE,MIXED_USE_BUILDING,895000,1030,590,8,False,True,270,True,60,False,False,432,432,TO_RENOVATE,False,4.3729643,50.8629313
8275284,TRUE,HOUSE,1350000,8420,0,19,True,False,0,True,0,False,False,398,398,GOOD,False,3.0326114,51.2782209
8955574,TRUE,APARTMENT_BLOCK,348000,2830,120,3,True,True,125,True,0,False,False,225,225,,False,4.3613418,51.0600334
8955573,TRUE,MIXED_USE_BUILDING,348000,2830,120,3,True,True,125,True,0,False,False,225,225,,False,4.3613418,51.0600334
8876107,TRUE,HOUSE,425000,6941,200,5,True,False,0,False,0,False,True,1150,34,GOOD,True,5.4916889,50.3803472
8643529,TRUE,MIXED_USE_BUILDING,189000,9340,200,3,False,False,0,False,0,False,False,169,169,TO_RENOVATE,False,3.9910797,50.9647442
8951867,TRUE,MIXED_USE_BUILDING,229000,4180,312,4,True,False,0,True,20,False,False,9732,9732,TO_RENOVATE,False,5.5648072,50.460687
8498755,TRUE,MIXED_USE_BUILDING,325000,7500,317,4,True,False,0,False,0,False,False,2854,46,,False,3.4961112,50.6180273
8803579,TRUE,APARTMENT_BLOCK,990000,1420,276,8,True,False,0,False,0,False,False,1272,1272,AS_NEW,False,4.3633959,50.6983063
8879977,TRUE,APARTMENT_BLOCK,649000,9400,504,6,True,False,0,True,14,False,False,0,504,AS_NEW,False,4.0220246,50.8361405
8897555,TRUE,HOUSE,650000,9700,348,5,True,False,0,True,3,False,False,1170,17,,False,3.5880122,50.8488543
8921652,TRUE,MIXED_USE_BUILDING,410000,6780,281,3,True,False,0,False,0,False,False,282,282,GOOD,False,5.7976361,49.6338584
8921650,TRUE,APARTMENT_BLOCK,410000,6780,281,3,True,False,0,False,0,False,False,282,282,GOOD,False,5.7976361,49.6338584
8951838,TRUE,MIXED_USE_BUILDING,460000,3050,257,5,True,False,0,True,0,False,False,725,725,,False,4.6505301,50.8272581
8804097,TRUE,APARTMENT_BLOCK,625000,2870,300,8,False,False,0,True,0,False,False,4000,4000,,False,4.3196009,51.0451581
8940538,TRUE,MIXED_USE_BUILDING,875000,1030,325,8,True,True,130,True,8,False,False,295,295,GOOD,False,4.3984825,50.8565821
8862217,TRUE,MIXED_USE_BUILDING,490000,1702,260,3,False,False,0,False,0,False,False,317,317,JUST_RENOVATED,False,4.2632499,50.870991
8812141,TRUE,HOUSE,272500,7141,295,3,True,True,530,True,72,False,False,1040,28,,False,4.2590685,50.4341405
8327568,TRUE,HOUSE,110000,9600,107,3,True,False,0,False,0,False,False,53,53,JUST_RENOVATED,False,3.5909927,50.7496201
8835354,TRUE,HOUSE,450000,4000,352,4,True,False,0,False,0,False,False,0,352,,False,5.5478895,50.6502172
8758803,TRUE,APARTMENT_BLOCK,450000,4000,352,4,True,False,0,False,0,False,False,0,352,,False,5.5478895,50.6502172
8468893,TRUE,EXCEPTIONAL_PROPERTY,650000,4052,433,5,True,False,0,True,0,False,False,1590,1590,GOOD,False,5.6357956,50.5626549
8709072,TRUE,APARTMENT_BLOCK,745000,4000,436,6,True,False,0,False,0,False,False,4362,4362,AS_NEW,False,5.5686277,50.6421893
8719963,TRUE,MIXED_USE_BUILDING,895000,6767,858,10,True,False,0,False,0,False,False,8900,8900,GOOD,False,5.4752754,49.5070189
8719959,TRUE,HOUSE,895000,6767,858,10,True,False,0,False,0,False,False,8900,8900,GOOD,False,5.4752754,49.5070189
8903608,TRUE,APARTMENT_BLOCK,249900,6230,290,5,True,True,500,True,20,False,False,594,594,TO_RENOVATE,False,4.3852301,50.5046474
8896051,TRUE,HOUSE,390000,4030,285,4,True,True,45,True,15,False,False,340,340,GOOD,False,5.6055602,50.6181071
8896050,TRUE,APARTMENT_BLOCK,390000,4030,285,4,True,True,45,True,15,False,False,340,340,GOOD,False,5.6055602,50.6181071
8916784,TRUE,MIXED_USE_BUILDING,495000,2000,172,3,True,False,0,False,0,False,False,75,42,TO_RENOVATE,False,4.3992516,51.2194343
8843609,TRUE,MIXED_USE_BUILDING,485777,1050,170,5,True,False,0,False,0,False,False,40,40,GOOD,False,4.3668318,50.833606
8951060,TRUE,APARTMENT_BLOCK,205000,9620,0,2,False,False,0,False,0,False,False,50,50,GOOD,False,3.8135864,50.8683059
8927151,TRUE,APARTMENT_BLOCK,525000,9300,250,3,False,False,0,True,0,False,False,370,370,,False,4.050813,50.94602
8888655,TRUE,MIXED_USE_BUILDING,550000,2840,385,5,False,False,0,True,30,False,False,295,295,GOOD,False,4.3986274,51.0795563
7821607,TRUE,HOUSE,275000,6600,0,5,False,False,0,False,0,False,False,173,173,,False,5.7188171,50.000629
